10000 29970
2191 8975 0.0146958
2192 2497 0.0169657
2192 6401 0.00674952
2192 9645 0.0145939
2193 4657 0.0153769
2193 7868 0.00753542
2193 8359 0.0100078
2193 9367 0.00224837
2194 6578 0.0152462
2194 7183 0.0125675
2194 8660 0.0133385
2194 9588 0.0270971
2194 9848 0.0296464
2195 2755 0.0118008
2195 6650 0.013554
2195 8198 0.00961701
2195 9552 0.00809497
2195 9888 0.0124637
2196 2243 0.0121123
2196 2319 0.00535516
2196 7181 0.0106916
2196 7444 0.00340709
2197 5567 0.0110081
2197 8491 0.00586054
2198 3023 0.00946802
2198 5362 0.00335974
2198 6549 0.018615
2198 7654 0.0234665
2198 8157 0.00696967
2199 3353 0.0114551
2199 4361 0.00820892
2199 5956 0.0148386
2200 5001 0.012508
2200 6949 0.0131384
2201 2356 0.00564694
2201 4099 0.0141523
2201 6899 0.00686062
2201 7225 0.00508075
2202 3478 0.0101549
2202 5718 0.00853281
2202 5806 0.00785695
2203 3974 0.0185169
2203 4250 0.0176253
2203 6601 0.0185015
2203 6901 0.0230132
2203 8154 0.0127101
2203 9884 0.0293682
2204 2745 0.000411977
2204 3100 0.0120195
2204 5091 0.00262135
2204 7345 0.00825667
2204 9156 0.00857669
2204 9963 0.00722613
2205 2951 0.00695543
2205 4416 0.0180913
2205 7852 0.0112336
2205 9845 0.007807
2206 2618 0.00784567
2206 5940 0.00883691
2206 6678 0.00979628
2206 9360 0.00576485
2206 9702 0.00217543
2207 2490 0.0154581
2207 3207 0.00516406
2207 3594 0.00749536
2207 7243 0.00596011
2208 3778 0.0110455
2208 4557 0.0165778
2208 7226 0.0151864
2208 7450 0.00875595
2208 8090 0.005485
2209 2299 0.0229592
2209 3669 0.0184411
2209 6213 0.0140306
2209 7463 0.004769
2209 7499 0.0159909
2209 8328 0.0123837
2209 8509 0.00737923
2210 5097 0.00472507
2210 7477 0.00653765
2210 8316 0.0102823
2211 2915 0.0196533
2211 3651 0.0190238
2211 3742 0.0222796
2211 5027 0.0044316
2211 7434 0.0247249
2211 8343 0.0269108
2211 8400 0.0128378
2211 9356 0.0200591
2212 3407 0.0124276
2212 3698 0.00641976
2212 5856 0.00835461
2212 7209 0.014978
2212 8876 0.0141321
2213 3730 0.0118032
2213 4212 0.00550487
2213 5286 0.0125281
2213 8982 0.0178995
2214 3454 0.00630265
2214 5532 0.00575084
2214 7502 0.00867815
2214 8183 0.00472241
2215 2859 0.0140846
2215 3508 0.00813102
2215 9605 0.0164085
2216 4472 0.0126082
2216 5847 0.00783968
2216 6541 0.00802078
2216 7103 0.00653879
2216 7375 0.0173276
2217 4211 0.00847796
2217 4509 0.00326172
2217 9031 0.0136989
2218 2692 0.0160189
2218 4436 0.00932994
2218 4768 0.0155423
2218 7214 0.0158796
2218 7666 0.00777824
2218 8271 0.0162305
2219 2437 0.0113086
2219 2680 0.00590594
2219 5220 0.00783442
2219 7893 0.00505045
2220 2291 0.00647448
2220 5973 0.010438
2220 6825 0.00758693
2221 3330 0.0054302
2221 3922 0.00692749
2221 5927 0.00589807
2221 7018 0.000295201
2222 2802 0.0161877
2222 5807 0.00910018
2222 5889 0.00750087
2222 7510 0.0101328
2222 7732 0.0304723
2223 2877 0.0141858
2223 5317 0.0158248
2223 6202 0.00821468
2223 9373 0.0127408
2224 3399 0.0145811
2224 5178 0.0114643
2224 5647 0.0059026
2224 6802 0.0168717
2224 7773 0.0113252
2225 2862 0.0159169
2225 3524 0.0162156
2225 3839 0.0199823
2225 5194 0.0107723
2225 7002 0.0118555
2225 9060 0.00712676
2226 3261 0.00982419
2226 3779 0.00783024
2226 5979 0.00305964
2226 9655 0.0123659
2227 3337 0.0116015
2227 6018 0.0145938
2227 6764 0.0137416
2227 6872 0.0168094
2228 4284 0.00883835
2228 4404 0.00905125
2228 5189 0.0108954
2228 5381 0.0112519
2228 8524 0.0215285
2228 9356 0.0156174
2229 2598 0.0192234
2229 2973 0.018358
2229 7076 0.000923283
2229 8367 0.00518453
2229 8603 0.00531943
2230 3344 0.0107831
2230 5322 0.000791725
2230 8967 0.00963186
2231 6743 0.0125093
2231 7147 0.0143313
2231 9301 0.00820356
2231 9512 0.0134653
2232 2644 0.0191154
2232 3086 0.0165958
2232 5770 0.0154152
2232 6655 0.0147609
2232 6994 0.0124648
2232 7329 0.00544902
2233 3038 0.0275695
2233 4685 0.0099985
2233 5466 0.0237158
2233 6327 0.011871
2233 7578 0.0101274
2233 8005 0.016437
2234 2258 0.00990527
2234 3466 0.00558386
2234 3722 0.0115018
2234 6884 0.0190833
2235 3221 0.00948161
2235 3458 0.0111081
2235 7809 0.0106613
2236 2791 0.00801919
2236 3245 0.00717204
2236 6576 0.00299781
2236 9341 0.00119771
2237 4724 0.00572215
2237 6042 0.000964625
2237 8175 0.00170339
2238 2441 0.00525918
2238 3406 0.00620884
2238 4443 0.0152773
2238 5401 0.00850176
2238 7208 0.00702503
2239 2846 0.0147798
2239 3043 0.0081036
2239 3487 0.0133846
2239 5217 0.0110861
2239 8017 0.0084228
2239 9147 0.0126181
2239 9453 0.0130029
2240 2464 0.0127265
2240 3048 0.00905951
2240 4223 0.00328197
2240 7735 0.00565043
2241 5786 0.0108087
2241 7202 0.00647093
2241 9384 0.00764327
2242 3216 0.00536829
2242 7484 0.00103722
2242 9253 0.00392554
2243 2319 0.0134177
2243 3644 0.0215813
2243 4878 0.0175028
2243 7181 0.0164294
2243 9249 0.0128248
2244 3680 0.0128669
2244 4519 0.0118534
2244 6038 0.00914997
2244 7348 0.0075608
2244 8954 0.0107429
2245 4370 0.0115671
2245 5206 0.00717518
2245 6264 0.00995152
2245 8097 0.00745643
2245 8670 0.00488584
2245 9131 0.00742463
2246 2514 0.00456047
2246 3451 0.00600905
2246 5239 0.0178266
2246 8251 0.00383933
2247 3062 0.0143331
2247 8380 0.00654612
2247 8523 0.0258518
2247 9900 0.0117855
2248 2357 0.0157333
2248 2686 0.0162527
2248 6043 0.0279819
2248 6408 0.0227234
2248 9385 0.0109359
2249 3804 0.000668587
2249 3819 0.0140638
2249 5711 0.0140237
2249 7019 0.00699676
2250 6276 0.0158681
2250 8214 0.00110585
2250 8499 0.00516364
2250 9809 0.0177112
2251 2515 0.0035943
2251 2628 0.0132018
2251 2945 0.00737078
2251 5497 0.00779482
2251 5764 0.0083122
2251 8224 0.012775
2251 9086 0.0150621
2252 2481 0.0193859
2252 3158 0.00682184
2252 4813 0.00692895
2252 6338 0.00725299
2252 6886 0.00574422
2252 8324 0.0169647
2253 3160 0.0116552
2253 3314 0.0104027
2253 3791 0.0208894
2253 6216 0.0106954
2253 8182 0.0151334
2254 2670 0.00582715
2254 4154 0.00777348
2254 4287 0.0148767
2254 4508 0.00496026
2255 5833 0.00359934
2255 6732 0.0111855
2256 3909 0.00692857
2256 7348 0.00755598
2256 7732 0.0206872
2257 3223 0.00883144
2257 4664 0.00133239
2257 9641 0.00885252
2258 3217 0.018357
2258 3466 0.00463099
2258 4744 0.0176164
2258 6884 0.0214195
2258 8892 0.0149659
2259 3347 0.00847206
2259 4606 0.0148353
2259 6866 0.0129218
2259 7271 0.00671064
2259 7626 0.0172431
2260 4282 0.0278197
2260 6988 0.00888671
2260 9997 0.00979488
2261 5682 0.0150775
2261 7559 0.0231789
2261 8526 0.0368166
2262 2341 0.0191397
2262 2837 0.0146097
2262 3735 0.0186462
2262 8647 0.0140384
2262 9125 0.0178209
2262 9177 0.0203903
2262 9404 0.0104436
2262 9925 0.0218437
2263 7347 0.024686
2263 7709 0.0139926
2264 3714 0.0158958
2264 5587 0.00998024
2264 5700 0.0246977
2264 7114 0.016788
2264 7657 0.0105543
2264 9941 0.0147916
2265 3275 0.0113637
2265 4163 0.0133284
2265 4225 0.0168841
2265 4768 0.0103109
2265 6319 0.0170507
2265 7830 0.0162153
2266 3460 0.00570576
2266 3798 0.00528015
2266 6228 0.00516628
2266 8714 0.00748874
2266 9905 0.00585245
2267 3001 0.00331518
2267 3238 0.0070736
2267 7124 0.00604054
2268 5098 0.00472489
2268 5925 0.00600102
2268 6239 0.0115481
2268 6246 0.0202704
2268 8241 0.0252005
2269 3264 0.0185006
2269 4162 0.00440352
2269 5935 0.0089216
2269 6684 0.0156216
2269 6864 0.00790235
2270 2687 0.0129041
2270 6203 0.0222138
2270 7129 0.0123368
2270 8147 0.0208268
2270 8963 0.0158315
2270 9312 0.00421579
2271 2823 0.021661
2271 3621 0.0273056
2271 6854 0.00550212
2271 8769 0.00932078
2271 9732 0.0222426
2272 4438 0.0106194
2272 4456 0.0200539
2272 5500 0.0116159
2272 7081 0.0108254
2272 7213 0.0141953
2272 8543 0.015577
2272 9494 0.0100705
2272 9600 0.0180097
2273 2981 0.0113663
2273 3805 0.00922496
2273 4137 0.00823831
2273 5093 0.00590554
2273 8192 0.0115547
2273 8583 0.00686719
2274 3543 0.0134676
2274 4969 0.0119412
2274 6649 0.0144904
2274 8170 0.00392645
2274 9051 0.00852662
2274 9696 0.00957418
2275 2845 0.00314279
2275 2971 0.0159487
2275 7786 0.00272798
2276 2801 0.00571784
2276 2946 0.0213875
2276 2955 0.015025
2276 2973 0.00789655
2276 3201 0.00843621
2276 6870 0.0128104
2276 6874 0.00804727
2276 7194 0.0235869
2276 8737 0.0229432
2277 4086 0.00548909
2277 4429 0.00705735
2277 8440 0.0116918
2277 9130 0.0083298
2278 7479 0.0196803
2278 8399 0.00258166
2279 2438 0.0147763
2279 3415 0.0136224
2279 5525 0.0135906
2279 5938 0.00833819
2279 6178 0.00969246
2279 9801 0.00779172
2280 2366 0.00425999
2280 2681 0.00766812
2280 4129 0.013267
2280 4653 0.0117867
2280 5817 0.0134433
2281 2548 0.00673627
2281 3433 0.0140402
2281 4461 0.0108975
2281 6756 0.0178729
2282 4638 0.00935812
2282 6331 0.00481369
2282 6557 0.0205081
2282 6719 0.0193007
2282 8146 0.00644616
2283 2424 0.00532066
2283 2867 0.00882557
2283 3117 0.0224265
2283 8486 0.00840488
2283 9816 0.00620156
2283 9994 0.0188691
2284 7915 0.00750768
2284 9033 0.00435859
2285 2318 0.0200602
2285 4411 0.00827238
2285 4913 0.0226501
2285 5111 0.0181735
2285 7409 0.0150243
2285 8967 0.00997661
2285 9974 0.0140922
2286 5156 0.0198028
2286 5830 0.0218521
2286 6768 0.0128088
2286 7967 0.00904385
2287 7426 0.0103357
2287 7980 0.00711151
2287 8312 0.00358386
2287 8506 0.00143872
2287 9922 0.00912977
2288 2816 0.00424401
2288 3640 0.0286898
2288 7768 0.00627582
2288 8425 0.00794643
2289 3882 0.00826396
2289 4556 0.00836406
2289 5598 0.0140034
2289 9825 0.00415755
2289 9957 0.0187344
2290 3044 0.00595408
2290 7280 0.0094858
2290 8887 0.00570946
2290 9749 0.0110134
2290 9949 0.00964712
2291 2940 0.0064969
2291 5434 0.00956354
2291 5973 0.013297
2291 7991 0.0100475
2291 8867 0.011304
2292 3084 0.00531512
2292 3199 0.00559644
2292 5739 0.00759454
2292 8854 0.00853134
2292 9263 0.00550867
2293 5200 0.00607608
2293 6348 0.0114039
2294 2435 0.0135877
2294 2563 0.0229963
2294 3033 0.00412019
2294 3316 0.0137803
2294 4822 0.0113731
2294 6516 0.0157062
2295 8710 0.00796666
2296 3204 0.0091466
2296 4145 0.0123273
2296 4943 0.0114743
2296 5072 0.00114263
2296 5887 0.00848775
2296 9764 0.0111468
2297 2700 0.0211072
2297 3656 0.0201885
2297 4551 0.0156466
2297 5895 0.0128564
2297 6003 0.0146074
2297 8023 0.0105409
2297 8163 0.0148214
2297 8261 0.002856
2298 3100 0.00318284
2298 3167 0.00550433
2298 4911 0.0100438
2298 9412 0.00635245
2299 3596 0.00571935
2299 7499 0.0144506
2299 7515 0.00788686
2299 8328 0.0222002
2300 2416 0.00852194
2300 3485 0.00481476
2300 4660 0.019506
2301 2642 0.00868744
2301 4244 0.0156637
2301 6054 0.0100833
2301 6296 0.0078995
2301 6532 0.0146217
2301 7074 0.0121446
2301 7137 0.0111646
2301 7949 0.0148463
2302 3038 0.0236903
2302 3124 0.0253006
2302 5009 0.0100423
2302 7006 0.0281138
2302 8005 0.00653471
2302 8107 0.0165542
2302 8821 0.00995452
2303 3727 0.0215271
2303 4274 0.00429282
2303 5316 0.0014109
2303 7558 0.0162195
2304 5941 0.00691432
2304 7619 0.00595339
2305 3218 0.0164391
2305 3724 0.0157675
2305 3772 0.025191
2305 7962 0.0278087
2305 8193 0.0151606
2306 5208 0.00476147
2306 8127 0.0186203
2306 8527 0.0137051
2306 8639 0.00695704
2306 9684 0.00389085
2307 2447 0.0163423
2307 2530 0.0179841
2307 5843 0.0111986
2307 5959 0.0111077
2307 7575 0.00879054
2307 9096 0.00790134
2308 2432 0.00622777
2308 2489 0.00235216
2308 4354 0.00224283
2308 9509 0.00995689
2309 4737 0.010018
2309 5209 0.00308625
2309 6784 0.0148507
2309 9314 0.00418709
2310 3593 0.00960525
2310 4795 0.0121309
2310 4797 0.0114657
2310 8256 0.00606477
2311 2912 0.0122117
2311 4663 0.00363582
2311 5008 0.00841764
2311 5882 0.0129546
2311 7506 0.00409357
2312 2402 0.011122
2312 6664 0.00721264
2312 8109 0.0207542
2312 8457 0.00377739
2312 8568 0.0170268
2313 2724 0.00757473
2313 2910 0.00861059
2313 3836 0.00759871
2313 4049 0.00829842
2313 5068 0.00924107
2313 7317 0.0162751
2314 3417 0.0100457
2314 4256 0.00976231
2314 7221 0.0086198
2315 2739 0.014074
2315 2828 0.0111073
2315 3349 0.0217115
2315 4178 0.0199778
2315 6357 0.0130072
2316 3131 0.0145352
2316 6526 0.00998573
2316 9196 0.0142564
2316 9446 0.00153212
2316 9683 0.0167669
2317 2446 0.00664375
2317 4930 0.00668786
2317 5930 0.0131584
2317 6029 0.0236607
2317 7038 0.0105758
2317 9697 0.0132713
2318 4185 0.013058
2318 4913 0.0136639
2318 5322 0.0205645
2318 8967 0.0211353
2319 3644 0.0168852
2319 7444 0.00741471
2319 9762 0.0139525
2320 2983 0.00200219
2320 5972 0.00355627
2320 8187 0.00275127
2320 9392 0.00407767
2321 7123 0.00984422
2321 8379 0.00364206
2322 2394 0.00366817
2322 4770 0.011665
2322 8075 0.0193994
2322 9633 0.0153883
2322 9927 0.0117525
2323 2756 0.00489437
2323 3926 0.0123744
2323 4844 0.0113958
2323 4993 0.0142867
2323 7693 0.0108432
2323 8414 0.0125863
2323 9431 0.0054844
2324 2380 0.0032822
2324 3155 0.00264124
2324 5139 0.00485933
2325 2607 0.00847818
2325 2938 0.0165058
2325 4758 0.00854485
2325 6475 0.01115
2325 7819 0.0223342
2325 7941 0.0173046
2325 8905 0.0155768
2325 9815 0.0190424
2326 7658 0.00408952
2326 8705 0.00590858
2326 9674 0.00245654
2327 3967 0.0101814
2327 5436 0.0126348
2327 6712 0.0120754
2327 6923 0.00921715
2328 3125 0.00844935
2328 7420 0.00237263
2328 9258 0.00184582
2329 2727 0.0161615
2329 3504 0.0104232
2329 4445 0.0146889
2329 8027 0.00811662
2329 9601 0.0124199
2329 9967 0.0124425
2329 9986 0.0149667
2330 3328 0.00883987
2330 3824 0.00738367
2330 4041 0.00754547
2330 8032 0.0134402
2330 8249 0.0123205
2331 3248 0.0107186
2331 3606 0.00595541
2331 4169 0.0174625
2331 5847 0.0202835
2331 7165 0.0215101
2332 2485 0.00882699
2332 4874 0.0202511
2332 6274 0.00703219
2332 6292 0.00670675
2332 7320 0.0183735
2332 9126 0.0211169
2333 4753 0.00551414
2333 5823 0.0138333
2333 7429 0.00295655
2333 9675 0.00802853
2334 3123 0.0118886
2334 3308 0.0163051
2334 4959 0.0157297
2334 5179 0.0154073
2334 5549 0.0109829
2335 4292 0.0176804
2335 4651 0.0161275
2335 5324 0.0153243
2335 7342 0.00849536
2335 8691 0.0237184
2336 2495 0.0237065
2336 3127 0.0217355
2336 5594 0.0140469
2336 7391 0.018287
2336 7584 0.0150578
2336 7744 0.0187304
2336 8657 0.0239656
2337 3377 0.00776729
2337 4603 0.0140985
2337 6370 0.00291228
2337 9124 0.00400458
2337 9342 0.00553141
2338 3004 0.00952344
2338 4043 0.0127633
2338 5531 0.000782508
2338 6910 0.0201775
2338 7985 0.011592
2339 2895 0.0178126
2339 3430 0.0223746
2339 5124 0.0209165
2339 5375 0.00742596
2339 5615 0.0122002
2339 7878 0.00888168
2339 8999 0.0154517
2340 5493 0.0255795
2340 6113 0.00598733
2340 6710 0.0131382
2340 8205 0.0231948
2341 2438 0.0133838
2341 8100 0.005574
2341 8647 0.0112168
2341 9177 0.0044491
2342 3873 0.00521792
2342 6401 0.0312898
2342 7950 0.0265577
2342 8313 0.00757826
2342 8631 0.00769024
2343 2419 0.0182764
2343 3880 0.0132926
2343 4777 0.0118659
2343 7173 0.0119359
2343 7253 0.0112232
2344 3093 0.00283822
2344 3423 0.0225174
2344 5283 0.00472553
2344 5754 0.0180752
2344 9991 0.00650504
2345 5351 0.00980794
2345 5773 0.00837356
2345 7904 0.00979574
2345 7977 0.00897822
2345 9151 0.0102309
2345 9587 0.0127351
2345 9847 0.0175839
2346 4969 0.00843215
2346 5155 0.0140023
2346 7049 0.00624815
2346 9051 0.00782339
2347 2888 0.0124337
2347 3608 0.0118882
2347 7439 0.00487918
2347 9698 0.00816847
2348 3273 0.0151322
2348 3604 0.0127525
2348 3968 0.0144554
2349 2398 0.00450374
2349 4666 0.00618364
2349 7872 0.00868205
2350 3203 0.0117781
2350 5106 0.0229731
2350 6969 0.00652685
2350 8875 0.0164676
2351 2671 0.00683207
2351 3157 0.0136537
2351 3754 0.0162079
2352 4945 0.00619344
2352 5623 0.0107203
2352 7198 0.00818297
2352 7608 0.019373
2352 8921 0.0198291
2352 9174 0.0174608
2353 2512 0.00879306
2353 6789 0.00577693
2353 6921 0.00654384
2353 9047 0.00873753
2354 3030 0.00974964
2354 5236 0.00492366
2354 9145 0.0066433
2354 9846 0.00411094
2355 2855 0.0125785
2355 3653 0.0014761
2355 5200 0.0187431
2355 6348 0.0228862
2355 7804 0.0110469
2355 8115 0.0141263
2355 8474 0.0188567
2356 4099 0.0132669
2356 4431 0.0163192
2356 4647 0.0567034
2356 5159 0.0543998
2356 6899 0.0103364
2356 7225 0.00127694
2357 4504 0.00925972
2357 7344 0.000511706
2357 8171 0.00862171
2357 9385 0.0147937
2358 3642 0.00500355
2358 3776 0.0145858
2358 4491 0.0133177
2358 4655 0.0137277
2358 4900 0.0140014
2358 6231 0.0122159
2358 6472 0.0148356
2358 8585 0.0147601
2358 9223 0.0128255
2359 4807 0.0144899
2359 6072 0.00824174
2359 7652 0.0126853
2360 5095 0.0121236
2360 6844 0.0132603
2360 7725 0.0166629
2360 8704 0.00223693
2361 2434 0.0142372
2361 5259 0.00829705
2361 6511 0.00543664
2361 8433 0.00951789
2361 9558 0.0115357
2362 3559 0.0175475
2362 5803 0.00716034
2362 8516 0.0144284
2362 9632 0.0190914
2363 6745 0.00967778
2363 7486 0.00582028
2363 8048 0.00502356
2363 9372 0.00513771
2364 3765 0.00335057
2364 4976 0.0133324
2364 6040 0.00349303
2364 6112 0.0127228
2364 8095 0.0235822
2364 9480 0.00958976
2365 3862 0.0159899
2365 4352 0.0146611
2365 6672 0.013883
2366 2681 0.0067171
2366 4129 0.0119099
2366 6230 0.00445989
2366 7505 0.00809813
2367 4245 0.0123436
2367 4754 0.00544396
2367 5583 0.0240854
2367 6039 0.010381
2368 6132 0.000423562
2368 6155 0.00760638
2368 6323 0.00406255
2368 6790 0.00699533
2369 3128 0.00939621
2369 6462 0.015944
2369 6775 0.0114771
2369 8436 0.00422622
2369 8746 0.0111859
2369 9580 0.0156229
2369 9681 0.010931
2370 4955 0.0207547
2370 5543 0.00643907
2370 6433 0.0124648
2370 6461 0.00515721
2370 7024 0.0172602
2370 7372 0.0142129
2370 8747 0.0134135
2371 4216 0.0108847
2371 5719 0.0178527
2371 5920 0.00415229
2371 6125 0.0140291
2371 6457 0.0216024
2371 6730 0.0191165
2371 9429 0.00861479
2372 3782 0.0266858
2372 6360 0.0243266
2372 6769 0.00849165
2372 6807 0.0207991
2372 8105 0.016758
2372 8364 0.00690963
2372 9741 0.00657486
2373 3383 0.0110712
2373 5395 0.0103223
2373 5654 0.0220246
2373 7726 0.0151574
2374 4288 0.0141136
2374 5184 0.0114512
2374 5873 0.0135869
2374 6115 0.0060333
2374 7763 0.0154461
2374 9964 0.0075602
2375 2990 0.0149314
2375 3725 0.0148922
2375 5522 0.0172742
2375 8778 0.0135145
2375 9237 0.0143043
2376 2477 0.0106426
2376 4197 0.00998439
2376 5109 0.00515197
2376 5122 0.0248093
2376 7508 0.00563878
2376 7512 0.0152237
2377 3440 0.0127078
2377 5577 0.0107606
2377 6861 0.0175908
2377 8334 0.00611353
2377 8795 0.0183369
2378 2734 0.011153
2378 5684 0.0156461
2378 7212 0.0114695
2378 9563 0.0106483
2379 6577 0.0137904
2379 7643 0.0148062
2380 2840 0.0121664
2380 3155 0.00276247
2380 4492 0.00875629
2380 7263 0.00876008
2380 8035 0.00880809
2381 7242 0.00362002
2381 9700 0.00764073
2382 3057 0.0128316
2382 4123 0.0137581
2382 4507 0.0136959
2382 6832 0.0146237
2382 6850 0.0154488
2382 7408 0.0150257
2382 8105 0.00995207
2383 3892 0.00603557
2383 4626 0.0168177
2383 5350 0.0175578
2383 6729 0.0137404
2383 7036 0.00863836
2384 2870 0.00349031
2384 3439 0.010243
2384 9033 0.0225432
2385 3614 0.0139143
2385 4174 0.0108609
2385 7837 0.0127031
2385 9757 0.0114411
2385 9960 0.00845405
2386 4452 0.0103534
2386 4538 0.000547826
2386 8816 0.0166668
2386 9320 0.0041937
2387 3735 0.00704421
2387 6637 0.00553268
2387 9125 0.0115346
2387 9777 0.015148
2388 3572 0.0124602
2388 5225 0.0213108
2388 9146 0.00832506
2389 3032 0.000784772
2389 3899 0.013784
2389 4032 0.0108193
2389 4996 0.0126328
2389 6690 0.00515648
2390 4634 0.00625599
2390 7257 0.0141948
2390 8199 0.00462848
2391 3492 0.0206867
2391 3526 0.00508234
2391 3834 0.00669962
2391 4843 0.00440275
2391 5973 0.0114449
2391 7991 0.0140283
2391 8878 0.0184536
2392 5786 0.0141707
2392 7202 0.0248404
2392 7553 0.0177001
2392 8490 0.0110439
2393 2949 0.00983294
2393 3046 0.00819541
2393 4572 0.0112501
2393 7398 0.00188744
2394 3302 0.020986
2394 5628 0.00662311
2394 8075 0.0198053
2394 8346 0.0113915
2394 9927 0.0128692
2395 4044 0.00638397
2395 5717 0.00605442
2395 9947 0.0204013
2396 3391 0.0121687
2396 4770 0.00841471
2396 6564 0.00585273
2396 7614 0.0131676
2397 4882 0.0110501
2397 6429 0.00955533
2397 6816 0.00507205
2397 8703 0.0123342
2398 4666 0.00193561
2399 5694 0.018406
2399 7599 0.014758
2399 9703 0.0187141
2399 9722 0.0312717
2400 3209 0.0201074
2400 3669 0.00460402
2400 4410 0.00329223
2400 5556 0.0189722
2400 6691 0.0118186
2400 7663 0.00980822
2400 9109 0.0122977
2401 3371 0.00381743
2401 5169 0.00957983
2401 7065 0.00792532
2401 8824 0.00911645
2402 6508 0.0108511
2402 7855 0.0140603
2402 8109 0.0129456
2402 8457 0.0130749
2403 3678 0.00446641
2403 4522 0.011447
2403 4890 0.0140504
2403 5899 0.00693551
2403 8164 0.00306337
2403 8176 0.00732693
2404 2676 0.0148694
2404 5760 0.00510911
2404 6624 0.00593959
2404 7277 0.0156966
2405 6725 0.0143068
2405 7228 0.00791581
2405 8465 0.015364
2405 9836 0.00877699
2406 3190 0.010451
2406 6018 0.0154604
2406 9464 0.00865228
2407 2790 0.0206652
2407 5660 0.0157086
2407 7552 0.0139521
2407 8860 0.00442517
2407 9567 0.0075322
2408 3447 0.0141029
2408 4360 0.00318732
2408 4684 0.0240954
2408 7066 0.00406059
2408 7609 0.0265583
2408 8669 0.0078934
2409 3945 0.0046831
2409 4247 0.00597373
2409 5372 0.00590353
2409 8945 0.00444388
2410 2991 0.00160672
2410 3231 0.00757251
2410 4524 0.0146094
2410 8736 0.0088186
2410 8756 0.0150003
2411 3527 0.0156527
2411 4970 0.00784286
2411 6391 0.016923
2411 6858 0.0106091
2411 7086 0.0175926
2411 8573 0.0197298
2412 4977 0.0113733
2412 5224 0.0100976
2412 5652 0.00572347
2412 8467 0.00819299
2413 3822 0.0112658
2413 3949 0.0140368
2413 7727 0.0122248
2413 8337 0.0105475
2414 5029 0.00553523
2414 5035 0.0141985
2414 8310 0.0153411
2414 8469 0.00756908
2415 2472 0.012371
2415 2715 0.0173097
2415 4363 0.0137079
2415 4520 0.0112368
2415 4523 0.0115115
2415 8319 0.0111426
2416 3280 0.0191135
2416 3485 0.0109363
2416 5641 0.0150381
2416 7396 0.0200122
2416 7975 0.0154017
2416 8318 0.0188463
2417 3770 0.0187183
2417 5998 0.0114098
2417 6275 0.0130293
2417 6473 0.0158358
2417 8079 0.00828873
2418 6911 0.00379249
2419 3880 0.0154402
2419 4283 0.0147214
2419 7253 0.0229465
2419 9271 0.0227754
2420 3184 0.16862
2420 6157 0.0102468
2420 6298 0.0199909
2420 8021 0.115996
2420 8481 0.0841919
2420 9780 0.0533358
2421 4952 0.00911616
2422 2476 0.00794619
2422 3373 0.0102023
2422 5233 0.0114097
2422 9176 0.0077519
2422 9303 0.0139393
2423 5336 0.00876662
2423 5373 0.0069233
2423 7448 0.0037419
2424 3390 0.0170972
2424 3900 0.0085734
2424 4006 0.0191663
2424 4215 0.00292923
2424 9081 0.0113825
2424 9816 0.00231251
2424 9994 0.018789
2425 3757 0.0136819
2425 9164 0.00427247
2425 9769 0.00974972
2426 3761 0.0131564
2426 7876 0.0167393
2427 2466 0.0224163
2427 4761 0.0107694
2427 6797 0.0118311
2427 7833 0.0197909
2427 8800 0.0173374
2428 4998 0.0164677
2428 6499 0.00725988
2428 7504 0.00544294
2428 9663 0.0244157
2429 3904 0.0188478
2429 5160 0.0341664
2429 7812 0.00522215
2429 7815 0.0248323
2430 2763 0.0143267
2430 2995 0.0146789
2430 3173 0.00637143
2430 8246 0.00964154
2431 2737 0.0147142
2431 2933 0.0126943
2431 5279 0.0205358
2431 5635 0.0117412
2431 7422 0.0140357
2431 8831 0.0168699
2432 2489 0.00654646
2432 5465 0.0145557
2432 7075 0.000971992
2432 7856 0.0179666
2432 9002 0.00968975
2432 9509 0.0108745
2433 5285 0.00729676
2433 6595 0.0168256
2433 9026 0.0066968
2433 9090 0.0146761
2434 2522 0.0115764
2434 2904 0.00978558
2434 6511 0.0170562
2434 7414 0.0158516
2434 9447 0.00718591
2434 9558 0.0110146
2435 3316 0.00549996
2435 4822 0.00589113
2435 7360 0.00388519
2436 5430 0.0115959
2436 7634 0.00847263
2436 8893 0.00804501
2437 3813 0.00926226
2437 7850 0.0116431
2437 7893 0.0130602
2437 9622 0.00735573
2438 4582 0.013426
2438 5525 0.0127939
2438 8100 0.0113037
2438 8647 0.0153246
2438 9801 0.0141489
2439 3322 0.0120394
2439 4848 0.012854
2439 5092 0.00815677
2439 9865 0.0158816
2440 2674 0.0120942
2440 5759 0.00845223
2440 7294 0.0102048
2440 8038 0.00866042
2440 8229 0.019534
2440 9195 0.0174895
2441 4443 0.0153036
2441 5090 0.014703
2441 5114 0.0173847
2441 5401 0.00735526
2441 9061 0.0122443
2442 5101 0.0117164
2442 9208 0.00717948
2442 9748 0.00702533
2442 9961 0.0236529
2443 2445 0.0151235
2443 4510 0.0158178
2443 5127 0.00831673
2443 8575 0.0119476
2443 9198 0.00980816
2443 9224 0.00877875
2444 2772 0.0161273
2444 4015 0.0104097
2444 4243 0.0126007
2444 5107 0.0113083
2444 5667 0.0152157
2444 5706 0.0176231
2444 6079 0.0150045
2444 8500 0.0111501
2445 2626 0.00370328
2445 3987 0.012987
